Compound,ICSD#,Lattice,Pearson,Ncell,Eg,Efitg,me,mh,hPni/L,Pn1/L,Pn2/L,Pn3/L,hPpi/L,Pp1/L,Pp2/L,Pp3/L
Br4Ge1,409856,cub,cP40,40,2.95,4.89,1.45,6.06,7.76,7.15,7.84,8.30,18.72,16.47,17.05,22.64
Br4Ge1,409857,mcl,mP20,20,3.00,4.96,1.53,10.99,3.01,2.73,2.74,3.56,9.34,8.22,9.27,10.53
Br4Ge4S6,24370,tri(1b),aP28,28,2.48,4.25,1.02,12.82,2.52,1.74,2.48,3.33,5.60,5.18,5.57,6.04
Br4In1Na1,65462,orc,oP24,24,2.84,4.74,0.48,5.71,2.85,0.65,2.12,5.78,8.45,6.18,6.41,12.78
Br4In2,60851,orc,oP24,24,2.44,4.20,1.15,3.10,3.61,2.83,3.07,4.93,7.66,1.00,7.04,14.96
Br4Li2Mg1,73276,orcc,oS14,7,4.61,7.13,0.33,9.55,0.48,0.09,0.29,1.04,4.90,4.15,4.97,5.57
Br4Li2Zn1,73223,orc,oP28,28,4.06,6.39,0.40,11.52,0.89,0.67,0.80,1.18,13.87,11.86,12.76,16.97
Br4Na2Zn1,73224,orc,oP28,28,3.98,6.28,0.37,3.11,0.55,0.23,0.32,1.10,17.05,9.93,17.37,23.86
Br4S1Tl6,40521,tet,tP22,22,1.76,3.29,0.38,0.82,1.93,1.46,1.46,2.87,1.62,0.61,0.61,3.62
Br4S1W1,16126,mcl,mP24,24,1.44,2.86,3.71,1.45,8.93,7.78,7.92,11.08,5.49,3.07,6.08,7.33
Br4Sn1,26033,mcl,mP20,20,2.71,4.56,1.17,10.56,2.88,2.27,2.69,3.66,8.53,8.31,8.47,8.82
Br4Ti1,22103,mcl,mP20,20,3.02,4.99,13.86,6.70,8.98,8.55,8.95,9.42,13.09,9.43,12.96,16.89
Br4Ti1,39241,cub,cP40,40,3.08,5.07,7.08,6.88,15.86,15.81,15.87,15.91,17.53,14.54,16.70,21.35
Br4Tl2,14216,orc,oP24,24,1.74,3.26,0.96,2.80,4.75,1.52,5.17,7.57,9.23,7.06,9.81,10.81
Br5Cs1Hg2,200751,mcl,mP16,16,2.07,3.71,0.48,7.46,0.54,0.35,0.43,0.85,4.58,3.69,3.83,6.21
Br5Cs3Hg1,200538,orc,oP36,36,2.77,4.65,0.52,3.60,2.68,1.74,3.02,3.28,6.73,4.54,6.84,8.81
Br5La2,65480,mcl,mP14,14,0.22,1.22,3.63,1.62,0.68,0.38,0.79,0.86,4.11,1.19,4.39,6.76
Br5Nb1,409917,tri(1b),aP12,12,1.80,3.33,16.44,5.98,2.05,0.69,1.60,3.86,2.93,0.92,3.54,4.31
Br5P1,15559,orc,oP24,24,1.64,3.13,0.79,2.44,3.14,0.56,4.31,4.54,12.74,4.74,10.22,23.26
Br5Pb1Tl3,15594,orc,oP36,36,3.11,5.10,0.78,2.22,7.00,4.79,6.97,9.23,10.15,6.12,11.00,13.32
Br5Pb1Tl3,200875,tet,tP36,36,2.89,4.81,2.13,2.06,9.91,6.35,10.99,12.38,7.18,4.92,7.86,8.74
Br6Cs2Sn1,158957,fcc,cF36,9,1.46,2.88,0.48,2.71,1.54,1.54,1.54,1.54,4.21,4.21,4.21,4.21
Br6Cs2Te1,24151,fcc,cF36,9,2.16,3.83,0.47,2.79,1.10,1.10,1.10,1.10,2.46,2.46,2.46,2.46
Br6H6N2Sc2,281574,tri(1b),aP32,32,3.11,5.10,12.35,3.48,7.95,5.32,9.20,9.33,8.07,3.60,4.67,15.96
Br6Hg3Se2Zr1,412467,mcl,mP24,24,1.39,2.79,2.18,6.08,4.75,3.09,5.07,6.10,2.95,0.04,3.08,5.73
Br6Hg7P4,73818,mcl,mP34,34,1.66,3.15,0.54,1.73,3.25,1.98,2.30,5.48,8.83,4.08,10.43,11.97
Br6In2Zr1,54137,tet,tP18,18,2.17,3.83,1.73,2.26,6.12,5.34,5.96,7.06,3.05,2.59,3.05,3.52
Br6Mo6S3,35356,orcc,oS60,30,0.99,2.24,4.65,7.93,3.51,0.90,4.08,5.54,2.45,0.02,2.01,5.33
Br6Na3Y1,82355,mcl,mP20,20,4.26,6.65,2.38,0.51,12.38,10.30,12.98,13.86,5.93,4.24,4.57,8.99
Br6Nb2Se2,35375,mcl,mP20,20,2.35,4.08,11.77,8.16,3.10,0.13,3.41,5.77,4.28,0.10,2.78,9.97
Br6Nb2Te2,35376,mcl,mP20,20,1.88,3.44,12.61,10.80,4.36,0.13,2.12,10.83,5.94,2.44,3.49,11.88
Br6Te1Tl2,99127,tet,tP18,18,2.20,3.87,0.66,13.63,3.64,3.01,3.01,4.89,5.80,5.48,5.96,5.96
Br6W1,62048,rhl(1),hR7,7,1.01,2.28,1.04,6.51,2.92,2.02,3.29,3.47,4.52,4.36,4.59,4.62
Br7P1,26025,orc,oP32,32,1.25,2.60,3.32,36.34,4.66,0.87,3.36,9.76,8.78,4.27,6.53,15.53
Br8Li6Mg1,73275,fcc,cF60,15,4.68,7.23,0.34,5.01,0.78,0.78,0.78,0.78,8.41,8.41,8.41,8.41
Br9Ta1Te1,410949,mcl,mP22,22,2.28,3.99,1.91,11.40,7.20,3.95,5.75,11.90,9.77,4.78,10.50,14.04
Br9Te1W1,410948,mcl,mP22,22,0.50,1.58,3.05,2.92,6.59,4.97,6.71,8.08,3.21,1.14,2.95,5.53
C1Ca1O3,150,mcl,mP20,20,5.00,7.65,1.71,1.64,7.97,6.41,7.51,9.98,11.16,8.23,11.63,13.63
C1Ca1O3,16710,rhl(1),hR10,10,5.00,7.66,1.93,5.51,5.90,5.42,5.51,6.78,6.04,3.17,6.86,8.11
C1Ca1O3,52152,orc,oP20,20,4.17,6.53,1.10,3.24,2.98,1.86,3.34,3.73,7.15,0.85,10.14,10.47
C1Ca2F2O3,100607,orc,oP32,32,5.19,7.91,13.70,12.71,12.82,6.65,6.83,24.99,14.26,11.02,14.04,17.73
C1Ca4N4,410825,orc,oP36,36,1.80,3.34,0.55,4.42,4.41,2.79,3.44,7.01,8.83,1.64,2.11,22.74
C1Cd1Cl2H4N2O1,39960,tri(1b),aP22,22,3.57,5.73,0.62,17.74,0.73,0.35,0.64,1.21,7.70,1.27,6.35,15.48
C1Cd1O3,20181,rhl(1),hR10,10,2.63,4.46,0.61,4.11,0.57,0.42,0.44,0.86,6.59,3.99,7.43,8.35
C1Cl1Hg1N1S1,409579,orc,oP20,20,2.42,4.17,1.19,4.99,2.69,0.93,1.14,6.01,3.63,2.10,2.30,6.49
C1Cl1La1N2,413904,mcl,mP10,10,3.40,5.50,2.02,4.79,1.56,0.75,1.31,2.63,3.47,0.66,1.68,8.07
C1Cl1La2N3,412412,orcc,oS28,14,1.67,3.16,0.83,1.84,1.51,0.60,1.21,2.73,1.70,0.27,0.49,4.34
C1Cl1N1Pb1S1,409835,orc,oP20,20,3.11,5.10,1.00,2.38,3.37,1.67,3.84,4.61,5.99,4.37,6.68,6.91
C1Cl2Hg2N2,412608,mcl,mP28,28,1.87,3.43,0.48,1.30,1.95,1.41,1.99,2.46,4.59,2.48,4.52,6.78
C1Cl2N2Sr2,391257,mclc(1),mS14,7,4.20,6.57,0.47,23.37,0.21,0.18,0.21,0.23,4.30,0.29,3.26,9.35
C1Cl2O3Pb2,4240,tet,tP32,32,3.22,5.26,0.49,3.28,3.25,2.49,2.51,4.73,14.27,10.12,10.12,22.56
C1Cl3H3Te1,281531,mcl,mP32,32,2.44,4.20,1.86,9.59,6.55,3.53,6.34,9.79,6.09,1.10,2.54,14.63
C1Cl6H2O4Pb4,88936,mcl,mP34,34,3.58,5.74,0.68,2.30,4.15,1.65,3.56,7.25,13.18,7.49,14.41,17.64
C1Cl6N1Sb1,279639,orc,oP36,36,1.94,3.53,1.75,18.27,5.63,4.02,5.99,6.87,11.08,3.37,5.71,24.17
C1Cs1N1S1,19001,orc,oP16,16,4.52,7.00,1.93,197.03,6.26,5.41,6.28,7.07,8.83,6.11,6.52,13.85
C1Cs2O3,14156,mcl,mP24,24,3.20,5.22,0.51,10.36,0.85,0.74,0.81,1.01,9.66,3.38,6.77,18.83
C1Cs4O4,245445,cub,cP9,9,1.97,3.57,0.47,4.12,0.03,0.03,0.03,0.03,6.41,6.41,6.41,6.42
C1F1N1S1Sn1,2418,orc,oP20,20,2.85,4.75,0.62,4.72,3.30,0.23,1.95,7.70,5.51,4.07,5.20,7.25
C1F2O3Pb2,35413,orc,oP32,32,3.47,5.59,1.55,2.19,6.55,3.12,5.78,10.77,6.18,2.17,6.85,9.50
C1F3Hg1O3S1,98942,tri(1b),aP18,18,3.27,5.32,3.90,2.42,4.53,0.37,4.57,8.66,2.66,0.09,3.37,4.52
C1F3I1,73268,orcc,oS40,20,3.67,5.87,7.62,6.15,6.47,2.96,3.23,13.21,6.34,0.06,7.75,11.22
C1F7I1,401706,mcl,mP36,36,4.68,7.22,3.96,3.33,15.62,3.33,8.33,35.18,13.01,3.90,7.19,27.94
C1Ge1H3N1O1,201197,orc,oP28,28,4.99,7.64,7.50,4.96,4.80,1.51,3.17,9.71,6.64,4.17,7.40,8.33
C1Hg1N2,411067,orc,oP32,32,2.43,4.18,2.57,1.37,3.53,2.40,3.75,4.44,4.46,3.88,4.37,5.14
C1Hg1N2,412278,mcl,mP16,16,1.92,3.50,9.21,8.52,4.13,0.49,4.58,7.33,5.52,1.29,4.33,10.93
C1K4O4,245417,cub,cP9,9,2.26,3.96,0.50,8.74,1.03,1.03,1.03,1.03,8.46,8.46,8.46,8.46
C1Li4O4,245388,cub,cP9,9,4.16,6.53,0.80,3.45,0.64,0.64,0.64,0.64,4.40,4.40,4.40,4.40
C1N2O2Y2,245333,hex,hP14,14,3.94,6.22,0.76,4.58,4.39,0.80,1.94,10.44,5.35,3.74,4.83,7.47
C1N2Pb1,16600,orc,oP16,16,1.73,3.25,0.59,1.45,0.68,0.48,0.60,0.97,8.96,3.30,4.88,18.72
C1N2Pb1,410915,orc,oP16,16,1.68,3.18,0.59,1.36,1.55,1.34,1.38,1.93,5.62,1.39,5.13,10.33
C1N2Sr1,75040,orc,oP16,16,3.61,5.78,0.71,7.97,0.73,0.65,0.76,0.78,6.80,3.72,7.04,9.65
C1N2Tl2,417297,tri(1b),aP15,15,1.86,3.42,1.01,1.05,3.21,2.34,2.44,4.85,2.69,0.98,2.72,4.36
C1N4Sr4,170798,orc,oP36,36,1.23,2.57,0.42,5.81,1.24,0.84,1.24,1.63,13.38,9.64,10.68,19.81
C1Na4O4,245406,cub,cP9,9,2.04,3.67,0.48,5.38,0.40,0.40,0.40,0.40,7.28,7.28,7.28,7.28
C1O2,16428,cub,cP12,12,6.61,9.82,0.74,8.11,1.11,1.11,1.11,1.11,11.24,11.24,11.24,11.24
C1O3Tl2,4239,mclc(1),mS24,12,2.89,4.81,0.57,4.99,2.51,1.81,2.83,2.88,5.49,3.01,3.39,10.08
C1O3Zn1,100679,rhl(1),hR10,10,3.56,5.72,1.42,5.54,0.78,0.66,0.78,0.90,5.13,3.68,5.68,6.04
C1O4Pb2,91714,orc,oP28,28,3.43,5.54,1.50,3.05,8.74,4.67,5.72,15.83,6.92,2.74,4.02,13.98
C1O4Rb4,245429,cub,cP9,9,1.77,3.29,0.44,6.72,1.04,0.88,1.11,1.13,8.55,8.49,8.51,8.66
C1O6P1Sn2,50969,mcl,mP40,40,0.86,2.07,1.10,36.88,2.13,0.68,0.89,4.83,9.12,4.09,10.92,12.34
C1O7Si1Y2,88878,tri(1b),aP22,22,4.78,7.36,1.74,6.62,6.03,5.41,6.31,6.39,8.41,5.14,9.58,10.50
C1S2,15672,orcc,oS12,6,3.43,5.53,14.50,2.34,5.76,3.92,4.18,9.18,3.87,2.49,2.88,6.25
C1,27422,hex,hP4,4,3.34,5.42,0.40,0.51,0.38,0.26,0.27,0.60,0.28,0.19,0.33,0.34
C1,28857,fcc,cF8,2,4.12,6.46,1.60,0.66,0.51,0.51,0.51,0.51,0.19,0.19,0.19,0.19
C2Ca1Mg1O6,10404,rhl(1),hR10,10,5.00,7.65,1.76,21.23,1.78,1.44,1.75,2.14,7.62,0.83,10.00,12.02
C2Ca1N2S2,412783,mcl,mP14,14,3.46,5.58,0.98,1.89,2.67,0.96,2.89,4.16,3.52,3.00,3.62,3.94
C2Ca1O6Sr1,201461,orc,oP20,20,4.79,7.37,1.35,8.65,4.37,2.00,3.05,8.06,7.71,1.82,3.94,17.36
C2Ca1,24074,mcl,mP12,12,1.58,3.05,0.46,2.97,0.80,0.32,0.47,1.61,2.64,1.35,2.49,4.08
C2Ca1,31092,cub,cP12,12,1.75,3.28,1.33,1.56,2.99,2.99,2.99,2.99,3.47,3.47,3.47,3.47
C2Ca1,54184,mclc(1),mS12,6,1.92,3.50,0.48,2.19,0.35,0.26,0.38,0.41,2.02,0.74,2.13,3.20
C2Ca1,54185,mclc(1),mS12,6,2.20,3.88,0.59,7.89,0.43,0.38,0.44,0.47,2.33,1.52,2.20,3.27
C2Cd1Cl2H8N4S2,59330,orc,oP38,38,3.53,5.68,1.31,6.32,4.03,2.70,4.01,5.38,9.43,2.83,10.83,14.63
C2Cd1N2,20748,cub,cP10,10,6.14,9.19,4.21,14.03,6.03,6.03,6.03,6.03,9.43,9.43,9.43,9.43
C2Ce6I10,415091,tri(1b),aP18,18,0.24,1.24,0.74,0.83,1.86,0.56,1.25,3.78,2.53,0.45,1.33,5.81
C2Cl8O4Sb2,109900,tri(1b),aP32,32,2.11,3.76,1.23,24.81,2.86,2.24,2.51,3.81,12.28,10.71,11.59,14.53
C2Cs1I3N2,32521,orc,oP16,16,3.27,5.32,7.39,5.88,3.25,1.81,2.56,5.39,5.33,1.00,3.38,11.60
C2H4I1N2Na1O2,67245,mcl,mP24,24,4.38,6.81,1.56,21.04,4.66,1.57,5.91,6.51,3.42,0.02,2.93,7.31
C2H6N4O4Zn1,9202,mcl,mP34,34,4.92,7.54,1.69,2.87,3.18,2.36,3.05,4.14,14.54,5.95,8.83,28.84
C2H6O1Se1,171011,tri(1b),aP20,20,3.85,6.10,0.74,16.79,2.50,0.79,3.24,3.48,8.25,6.79,7.50,10.46
C2H6Te2,249030,mclc(1),mS40,20,1.60,3.07,0.27,0.49,6.44,0.17,4.69,14.47,4.09,2.88,4.07,5.34
C2H8N6S2Zn1,18146,mcl,mP38,38,3.90,6.16,16.16,5.68,5.88,3.90,4.29,9.44,21.70,10.32,19.41,35.38
C2Hg1N2O2,245329,orcc,oS28,14,3.63,5.80,1.17,3.13,6.50,4.14,4.73,10.63,6.41,3.46,4.70,11.08
C2Hg1N2S2,10304,mclc(1),mS14,7,2.13,3.78,1.59,2.97,0.84,0.32,0.62,1.57,2.41,0.45,0.70,6.09
C2Hg1N2Se2,85760,mcl,mP14,14,2.21,3.89,3.78,5.15,4.21,0.37,2.29,9.98,5.52,3.78,6.21,6.56
C2Hg1N2,15896,bct(1),tI40,20,4.73,7.29,1.48,2.96,2.28,2.20,2.32,2.32,3.35,3.09,3.48,3.48
C2I10La6,415092,tri(1b),aP18,18,0.41,1.47,0.75,0.93,1.99,0.55,1.39,4.02,2.21,0.38,1.26,5.00
C2La2O2,462,mclc(1),mS12,6,2.99,4.94,2.82,4.97,1.00,0.23,0.99,1.79,1.77,1.00,2.13,2.17
C2N2Pb1S2,143,mclc(1),mS28,14,2.66,4.50,0.69,0.75,1.51,1.02,1.51,1.99,7.85,2.65,6.51,14.40
C2N2S2Se1,10071,orc,oP28,28,2.25,3.95,1.93,10.74,5.68,0.64,5.54,10.85,13.58,7.62,10.42,22.70
C2N2S2Sn1,201193,tri(1b),aP14,14,2.50,4.28,1.02,1.24,1.87,1.55,1.77,2.30,3.75,1.35,4.50,5.39
C2N2S2Sr1,94427,mclc(1),mS28,14,3.85,6.11,1.38,2.50,4.70,1.70,5.42,6.98,5.34,5.09,5.17,5.74
C2N2S2Zn1,22359,tri(1b),aP28,28,3.78,6.01,2.21,21.61,5.11,4.62,4.74,5.96,4.75,3.36,4.99,5.89
C2N2Se1,27441,orc,oP40,40,3.48,5.60,4.49,3.77,18.64,3.61,24.27,28.04,7.81,2.66,6.62,14.15
C2N2Se2,171332,orc,oP24,24,2.26,3.96,1.81,5.95,3.59,2.55,3.70,4.51,7.18,5.24,6.75,9.54
C2N2Se3,10072,orc,oP28,28,1.96,3.56,1.21,5.18,1.34,0.58,1.39,2.07,10.64,2.94,3.36,25.63
C2N2Zn1,22392,cub,cP10,10,6.07,9.09,5.13,6.42,6.27,6.27,6.27,6.27,12.66,12.66,12.66,12.66
C2N2,15870,orc,oP16,16,4.95,7.58,4.94,7.09,7.68,2.47,7.15,13.41,12.59,9.21,12.30,16.26
C2N4Si1,93543,cub,cP14,14,4.25,6.63,3.13,3.14,7.90,7.90,7.90,7.90,8.68,8.68,8.68,8.68
C2O4Pb1,109830,tri(1b),aP14,14,2.79,4.67,1.60,2.08,2.30,0.94,2.92,3.04,4.33,2.36,4.37,6.24
C2O4Sn1,54909,mclc(1),mS28,14,2.58,4.39,3.29,6.76,5.48,4.28,5.01,7.15,5.41,1.83,5.74,8.66
C2O4Tl2,170127,mcl,mP16,16,2.85,4.76,1.35,11.07,4.45,1.84,3.74,7.79,5.95,4.32,5.11,8.40
C2Sr1,91051,mclc(1),mS12,6,2.29,4.00,0.53,3.68,0.14,0.09,0.10,0.23,3.90,2.52,3.05,6.12
C3Ca3Cl2,33818,orcc,oS32,16,1.28,2.63,0.71,2.50,2.54,1.60,1.71,4.30,4.29,0.60,1.46,10.80
C3Cl3H10N1Sn1,170096,orcc,oS72,36,3.43,5.54,1.46,1.06,10.75,8.11,11.96,12.17,3.51,1.58,2.24,6.71
C3Cs1N3Se3,4101,mclc(3),mS40,20,1.92,3.49,0.49,5.19,6.94,0.06,8.03,12.72,6.01,1.31,3.53,13.20
C3H10I1N1,249166,mcl,mP30,30,4.34,6.76,0.90,10.50,6.17,1.00,8.72,8.79,14.39,4.76,11.57,26.85
C3Mg2,71941,orc,oP10,10,1.65,3.13,0.47,27.12,0.70,0.57,0.72,0.81,1.85,0.23,1.24,4.09
C3N4,41951,cub,cP7,7,2.48,4.25,0.77,2.00,1.67,1.67,1.67,1.67,2.87,2.87,2.87,2.89
C3N4,83263,bcc,cI28,14,2.89,4.81,0.78,1.54,8.00,8.00,8.00,8.00,30.18,30.18,30.18,30.18
C3N4,97564,fcc,cF56,14,0.87,2.09,1.51,1.50,2.02,2.02,2.02,2.02,12.25,12.25,12.25,12.25
C4Ca1Mg3O12,23882,rhl(2),hR20,20,4.82,7.41,1.84,19.17,5.20,4.61,5.06,5.92,5.45,3.93,4.07,8.35
C4Cd1N6,413333,mcl,mP22,22,3.04,5.01,7.56,26.99,4.55,0.53,0.67,12.44,7.51,0.53,5.58,16.41
C4Cd1N6,413334,orc,oP22,22,4.56,7.06,1.06,16.70,6.55,3.46,7.43,8.76,9.69,4.93,7.22,16.92
C4Co1Li1O4,30854,cub,cP10,10,4.10,6.44,6.64,29.45,12.47,12.13,12.57,12.71,11.24,10.99,11.22,11.51
C4Cs2O4,154357,mclc(1),mS20,10,2.66,4.50,4.21,13.14,5.33,2.21,3.48,10.30,4.47,1.40,3.04,8.96
C4F6Hg2O4,2022,mclc(1),mS64,32,3.25,5.29,2.21,4.99,3.98,1.49,4.34,6.13,8.89,5.71,7.78,13.17
C4H6Hg1N4O2,418607,mcl,mP34,34,3.86,6.11,19.29,4.56,7.99,5.93,6.38,11.66,13.24,12.39,13.60,13.73
C6F6Na4O12Sn4,109824,tri(1b),aP32,32,2.46,4.23,2.14,2.87,6.64,3.82,4.93,11.17,6.86,0.55,8.70,11.33
C6Gd1N9,416002,orcc,oS64,32,3.50,5.63,1.57,5.54,6.47,5.06,6.13,8.21,8.74,5.83,10.00,10.39
C8I2Mo2O8,36,tri(1b),aP40,40,0.73,1.90,39.74,11.77,6.41,5.20,6.79,7.23,6.43,0.28,9.45,9.55
C8O4Se2,172229,orc,oP28,28,1.44,2.86,4.74,1.49,5.50,1.40,2.12,12.97,3.67,3.22,3.47,4.33
C8,20351,bcc,cI16,8,3.01,4.96,0.80,0.55,2.77,2.77,2.77,2.77,0.23,0.23,0.23,0.23
Ca1Cl1F1,1130,tet,tP6,6,5.66,8.54,0.70,4.57,0.63,0.46,0.72,0.72,6.49,4.74,7.37,7.37
Ca1Cl1H1,25601,tet,tP6,6,3.92,6.19,0.80,8.86,0.76,0.01,1.14,1.14,1.52,0.03,2.27,2.27
Ca1Cl2H8O4,16484,mcl,mP30,30,5.31,8.07,0.46,4.01,3.77,2.01,2.86,6.44,13.62,4.77,6.83,29.26
Ca1Cl2O4,171020,orcc,oS28,14,2.60,4.41,0.92,3.31,2.12,0.96,0.98,4.41,9.02,8.01,9.18,9.86
Ca1Cl2,26158,orc,oP6,6,5.40,8.20,1.05,4.89,0.95,0.13,0.95,1.79,2.79,1.98,2.19,4.22
Ca1Cl2,51238,orc,oP6,6,5.46,8.28,1.06,5.60,1.12,0.25,0.58,2.53,3.38,2.80,3.15,4.18
Ca1Cl2,56421,tet,tP6,6,5.34,8.11,1.15,2.22,0.83,0.33,0.33,1.84,0.77,0.67,0.81,0.81
Ca1Cl2,56769,orc,oP12,12,5.60,8.46,1.19,4.12,3.11,1.38,1.56,6.40,8.56,4.71,8.34,12.63
Ca1Cl2,86209,orc,oP12,12,4.59,7.10,0.65,5.70,1.67,1.10,1.39,2.52,3.37,2.89,3.07,4.16
Ca1Cs1F3,45309,cub,cP5,5,7.08,10.45,0.46,6.51,0.36,0.36,0.37,0.37,6.29,6.28,6.29,6.29
Ca1Cu3Ge4O12,1303,bcc,cI40,20,1.72,3.23,0.34,2.89,16.17,15.89,16.16,16.45,11.54,11.46,11.55,11.60
Ca1Cu3O12Ti4,32002,bcc,cI40,20,1.22,2.56,1.50,1.19,9.42,9.42,9.42,9.42,8.62,8.62,8.62,8.62
Ca1F2,51237,tet,tP3,3,5.13,7.83,0.99,6.57,0.18,0.18,0.18,0.19,0.71,0.04,1.04,1.04
Ca1F2,51239,orc,oP6,6,6.25,9.34,0.79,6.41,0.31,0.18,0.27,0.47,1.30,0.74,1.32,1.84
Ca1F3K1,154073,cub,cP5,5,6.14,9.19,0.57,7.41,0.28,0.28,0.28,0.28,3.89,3.89,3.89,3.89
Ca1F5Ti1,49529,mclc(1),mS28,14,3.26,5.31,5.21,41.92,5.89,0.49,4.06,13.13,5.95,2.20,5.52,10.13
Ca1F6Ga1Li1,152300,hex,hP18,18,6.51,9.68,0.64,11.06,2.17,0.93,1.96,3.63,19.66,16.15,16.70,26.14
Ca1F6Pb1,25522,fcc,cF32,8,3.42,5.53,0.96,19.44,0.45,0.45,0.45,0.45,8.41,8.41,8.41,8.41
Ca1F6Sn1,35713,fcc,cF32,8,5.34,8.11,0.79,20.23,0.63,0.63,0.63,0.63,8.53,8.53,8.53,8.53
Ca1F6Sn2,92907,tri(1b),aP18,18,3.50,5.63,1.30,5.38,1.68,0.18,1.37,3.50,3.76,1.26,2.71,7.30
Ca1Fe3O12Ti4,79277,bcc,cI40,20,2.00,3.62,0.98,2.93,12.87,11.78,12.95,13.87,12.70,12.48,12.69,12.93
Ca1Ga1La1O4,96463,orc,oP28,28,3.44,5.55,0.45,2.68,1.43,1.20,1.41,1.69,14.03,9.77,12.06,20.26
Ca1Ga1Li1N2,415411,mcl,mP20,20,2.22,3.91,0.31,0.96,1.06,0.68,0.88,1.63,4.85,2.95,4.13,7.47
Ca1Ge1O3,403086,tri(1b),aP30,30,3.41,5.50,0.46,3.99,1.94,0.84,1.63,3.36,10.67,7.64,11.32,13.04
Ca1Ge1O5Zr1,154327,tri(1b),aP16,16,1.64,3.13,0.84,20.24,0.81,0.35,0.95,1.13,2.28,0.61,1.32,4.91
Ca1Ge1Sr1,172006,orc,oP12,12,0.43,1.50,0.78,1.42,0.49,0.17,0.20,1.09,2.28,0.41,2.94,3.50
Ca1Ge2O5,14006,mclc(3),mS32,16,2.48,4.25,0.35,22.41,0.92,0.20,1.28,1.28,6.85,2.61,8.13,9.80
Ca1Ge2O5,156194,orc,oP32,32,2.65,4.49,0.30,28.05,0.88,0.03,0.97,1.65,18.98,8.72,19.08,29.15
Ca1Ge2O5,200614,tri(1b),aP16,16,2.40,4.14,0.35,23.73,1.14,1.11,1.12,1.20,5.50,3.99,5.88,6.65
Ca1Ge2O6Zn1,59938,mclc(1),mS40,20,2.72,4.57,0.35,3.47,2.95,1.03,1.36,6.47,6.38,4.46,5.87,8.80
Ca1H1I1,25545,tet,tP6,6,3.45,5.56,0.60,4.37,0.46,0.39,0.50,0.50,5.50,3.23,6.63,6.63
Ca1H1O4P1,918,tri(1b),aP28,28,5.43,8.24,0.52,10.18,3.06,2.31,3.33,3.52,7.04,4.64,6.67,9.81
Ca1H2O12P4,82359,mcl,mP38,38,5.68,8.57,0.52,11.59,3.86,0.76,2.29,8.53,9.44,5.36,10.81,12.16
Ca1H2,23870,orc,oP12,12,3.01,4.96,0.53,1.20,2.06,1.77,2.16,2.26,4.36,1.75,4.61,6.72
Ca1H3O4P1,411737,mcl,mP36,36,6.08,9.11,0.94,14.56,4.51,1.66,4.70,7.17,8.88,6.96,8.97,10.72
Ca1H3Rb1,65195,cub,cP5,5,3.26,5.31,0.56,2.48,2.00,1.98,2.01,2.02,1.30,1.22,1.31,1.35
Ca1H4O4P2,44413,mclc(1),mS44,22,5.60,8.46,4.58,5.08,7.32,4.32,8.41,9.22,5.89,4.31,4.38,8.99
Ca1I2O6,1391,mcl,mP36,36,1.28,2.63,5.51,3.71,10.51,6.53,9.52,15.48,9.47,7.87,9.56,10.97
Ca1Li1N1,107304,orc,oP12,12,1.38,2.77,0.30,3.99,1.67,0.19,2.15,2.68,8.82,6.40,8.07,12.00
Ca1Li1Sb1,52775,orc,oP12,12,0.60,1.73,1.01,0.41,1.34,0.91,1.55,1.55,0.58,0.34,0.35,1.05
Ca1Li2O7Ta2,245841,orcf(2),oF48,12,3.20,5.22,1.48,1.57,1.00,0.05,1.31,1.63,7.90,0.03,8.92,14.73
Ca1Lu2S4,200013,orc,oP28,28,1.33,2.71,0.60,3.20,1.59,0.96,1.15,2.66,3.02,1.40,1.60,6.05
Ca1Mg1O6Si2,9672,mclc(1),mS40,20,4.99,7.64,0.44,10.85,0.99,0.34,1.25,1.37,9.69,3.00,9.24,16.83
Ca1Mo1O6Sr2,72815,fcc,cF40,10,2.10,3.75,1.22,2.69,1.91,1.91,1.91,1.91,5.36,5.36,5.36,5.36
Ca1Mo1O6Sr2,72816,orc,oP20,20,1.99,3.60,0.97,5.16,6.29,5.66,5.99,7.23,8.27,5.05,9.14,10.63
Ca1N1O2Ta1,161824,orc,oP20,20,1.66,3.15,0.79,3.24,5.20,3.83,4.64,7.13,4.70,0.06,0.78,13.24
Ca1N2O6,52351,cub,cP36,36,3.67,5.87,11.93,3.85,17.75,17.75,17.75,17.75,24.97,24.97,24.98,24.98
Ca1N6,35227,orcf(1),oF56,14,3.50,5.64,0.96,7.63,6.59,3.24,4.35,12.17,9.67,1.26,5.48,22.27
Ca1Na2O7P2,89468,tri(1b),aP24,24,4.95,7.59,0.52,9.48,2.67,1.48,2.50,4.03,12.64,4.57,11.46,21.90
Ca1Nb2O4,88779,orc,oP28,28,1.32,2.70,0.99,0.71,7.81,5.70,5.87,11.86,1.34,1.07,1.40,1.54
Ca1Nb2O6,15208,orc,oP36,36,3.86,6.12,5.91,2.03,35.68,25.57,25.76,55.71,22.70,9.32,28.87,29.92
Ca1O1,26959,fcc,cF8,2,3.63,5.81,0.56,1.50,0.26,0.26,0.26,0.26,0.49,0.49,0.49,0.49
Ca1O3Si1,20571,tri(1b),aP30,30,4.83,7.43,0.49,10.64,2.34,0.99,2.99,3.03,10.62,2.14,14.22,15.51
